,Age,Gender,City,Education,Income,Dateofjoining,Joining_Designation,Grade,Total_Business_Value,is_rating_increased,is_income_increased,is_grade_increased,is_joining_increased
690,33.0,0.0,C15,1,49914,2020-05-15,3,3,0,0,0,0,0
691,25.0,0.0,C17,1,45531,2020-12-04,2,2,153540,0,0,0,0
692,30.0,0.0,C26,2,66017,2019-10-31,2,2,1005120,0,0,0,0
693,31.0,0.0,C15,2,42395,2018-10-05,1,1,0,0,0,0,0
694,33.0,1.0,C27,0,31787,2020-03-02,2,2,0,0,0,0,0
695,30.0,0.0,C16,2,56133,2020-11-16,1,1,0,0,0,0,0
696,41.0,0.0,C8,2,55115,2020-12-12,2,2,0,0,0,0,0
697,32.0,1.0,C22,2,26850,2019-08-08,2,2,820140,0,0,0,0
698,41.0,0.0,C15,1,114358,2013-11-01,2,4,34495110,0,0,0,0
699,39.0,0.0,C14,2,59166,2018-05-23,1,1,9000520,0,0,0,0
700,29.0,1.0,C12,2,113120,2015-08-16,1,3,3435990,0,0,0,0
701,31.0,1.0,C23,0,42601,2019-07-20,1,1,0,0,0,0,0
702,40.0,1.0,C9,0,32446,2020-12-14,1,1,0,0,0,0,0
703,36.0,1.0,C6,2,64187,2020-12-11,3,3,0,0,0,0,0
704,28.0,0.0,C24,0,70740,2018-05-09,1,2,931110,0,0,0,0
705,33.0,0.0,C28,2,67113,2019-12-13,2,2,388440,0,0,0,0
706,34.0,0.0,C21,0,63298,2020-01-02,3,3,4702900,1,0,0,0
707,38.0,1.0,C15,0,55313,2019-06-09,3,3,523440,0,0,0,0
708,27.0,0.0,C3,2,80746,2018-07-20,1,2,2966980,0,0,0,0
709,32.0,0.0,C2,2,42588,2019-07-21,1,1,543220,1,0,0,0
710,42.0,1.0,C16,0,58747,2018-06-03,1,1,15440080,0,0,0,0
711,36.0,0.0,C20,1,83969,2020-12-07,3,3,0,0,0,0,0
712,29.0,0.0,C26,1,66179,2019-12-12,2,2,5377060,0,0,0,0
713,41.0,0.0,C29,0,63636,2018-01-30,2,2,2452190,0,0,0,0
714,41.0,1.0,C11,2,52632,2018-10-03,1,1,101070,0,0,0,0
715,47.0,0.0,C16,0,53383,2019-08-08,2,2,485450,0,0,0,0
716,40.0,1.0,C8,0,88813,2014-07-11,1,4,17134040,1,0,0,0
717,33.0,1.0,C20,1,58199,2020-08-09,2,2,0,0,0,0,0
718,37.0,0.0,C18,1,121419,2015-07-26,1,4,28562340,0,0,0,0
719,30.0,1.0,C15,1,56035,2018-02-20,1,2,13627070,0,0,0,0
720,31.0,0.0,C26,0,21212,2019-08-15,1,1,150160,0,0,0,0
721,46.0,0.0,C28,1,22019,2020-05-30,2,2,1453360,1,0,0,0
722,30.0,0.0,C12,1,40409,2019-09-26,2,2,0,0,0,0,0
723,28.0,1.0,C28,1,45871,2020-02-11,2,2,3791340,0,0,0,0
724,33.0,1.0,C20,1,77903,2020-07-10,3,3,1835070,1,0,0,0
725,36.0,0.0,C1,2,113038,2015-06-21,2,4,6883410,0,0,0,0
726,34.0,0.0,C13,1,39131,2018-11-30,1,1,101850,0,0,0,0
727,23.0,0.0,C21,1,70731,2020-04-04,2,2,0,0,0,0,0
728,33.0,1.0,C13,0,29584,2020-08-15,2,2,0,0,0,0,0
729,35.0,0.0,C17,0,83524,2020-05-09,2,2,0,0,0,0,0
730,37.0,1.0,C22,0,87661,2016-04-26,1,3,8687010,0,0,0,0
731,37.0,0.0,C21,1,75541,2020-05-17,2,2,504150,0,0,0,0
732,23.0,0.0,C17,2,26151,2019-01-05,1,1,1121790,0,0,0,0
733,38.0,0.0,C20,0,45269,2018-07-03,1,1,378640,0,0,0,0
734,32.0,1.0,C29,2,40295,2019-08-24,1,1,126010,0,0,0,0
735,36.0,1.0,C27,1,91602,2019-06-20,2,4,0,0,0,0,0
736,30.0,1.0,C10,2,122941,2020-06-07,3,3,3150620,1,0,0,0
737,47.0,0.0,C2,0,29151,2019-02-09,1,1,763920,0,0,0,0
738,30.0,1.0,C1,0,35803,2020-09-28,2,2,3357550,0,0,0,0
739,24.0,1.0,C28,0,34497,2018-12-07,2,2,-645150,0,0,0,0
740,37.0,0.0,C8,0,28575,2018-12-08,1,1,487460,0,0,0,0
741,37.0,1.0,C29,1,93000,2015-07-23,1,3,15298690,1,0,0,0
742,37.0,1.0,C27,0,52753,2020-01-20,2,2,0,0,0,0,0
743,32.0,0.0,C28,2,19791,2018-10-16,1,1,0,0,0,0,0
744,33.0,1.0,C28,2,134302,2019-03-23,1,4,32819830,1,0,0,0
745,37.0,0.0,C24,0,75133,2020-04-14,3,3,0,0,0,0,0
746,36.0,1.0,C4,1,93822,2020-08-14,3,3,0,0,0,0,0
747,22.0,1.0,C25,0,39442,2018-07-07,1,2,2778590,0,0,0,0
748,32.0,0.0,C21,0,94770,2018-08-08,2,2,0,0,0,0,0
749,38.0,0.0,C8,0,55443,2018-07-03,1,2,2586520,0,0,0,0
750,32.0,0.0,C16,0,61069,2018-06-04,2,2,1903080,0,0,0,0
751,31.0,0.0,C13,0,94945,2013-10-12,2,4,1353210,0,0,0,0
752,32.0,0.0,C27,0,50863,2018-10-19,1,1,100240,0,0,0,0
753,39.0,1.0,C21,2,44241,2020-10-09,2,2,251150,0,0,0,0
754,36.0,1.0,C2,2,31954,2018-09-23,1,1,0,0,0,0,0
755,25.0,0.0,C14,1,23745,2019-11-05,1,1,3201180,0,0,0,0
756,31.0,0.0,C1,1,57266,2018-06-16,1,2,20976830,0,1,1,0
757,32.0,0.0,C28,1,47988,2020-06-28,3,3,1100030,0,0,0,0
758,34.0,1.0,C5,0,43463,2017-07-08,1,1,5995150,1,0,0,0
759,35.0,1.0,C3,0,51725,2017-09-10,2,2,6967160,0,0,0,0
760,50.0,1.0,C10,0,73308,2016-05-27,1,2,17369610,0,0,0,0
761,37.0,0.0,C28,0,45342,2019-01-05,3,3,0,0,0,0,0
762,31.0,0.0,C14,2,34868,2019-09-13,1,1,271120,0,0,0,0
763,32.0,1.0,C18,2,22680,2018-08-21,1,1,362330,0,0,0,0
764,51.0,0.0,C4,1,38502,2018-10-29,1,1,4128080,0,0,0,0
765,29.0,0.0,C20,0,28565,2018-06-16,1,1,307100,0,0,0,0
766,33.0,1.0,C8,1,41382,2018-11-07,2,2,1355620,0,0,0,0
767,28.0,0.0,C28,1,55857,2020-09-04,2,2,0,0,0,0,0
768,41.0,1.0,C26,1,101179,2018-06-05,3,3,17866060,0,0,0,0
769,31.0,0.0,C1,0,43831,2020-07-31,2,2,0,0,0,0,0
770,36.0,1.0,C18,1,108997,2019-08-30,3,3,10697010,1,0,0,0
771,36.0,1.0,C20,1,39104,2019-08-08,1,1,0,0,0,0,0
772,47.0,0.0,C4,1,33883,2018-10-21,1,2,10493340,0,0,0,0
773,49.0,0.0,C19,1,58807,2018-07-11,2,2,740200,0,0,0,0
774,36.0,0.0,C2,2,44326,2018-09-21,1,1,3821920,0,0,0,0
775,38.0,0.0,C8,0,65995,2019-12-14,3,3,0,0,0,0,0
776,30.0,0.0,C26,1,72974,2020-12-15,3,3,0,0,0,0,0
777,26.0,1.0,C5,2,45234,2019-09-12,1,1,0,0,0,0,0
778,46.0,0.0,C2,0,18512,2016-01-28,1,1,2115160,0,0,0,0
779,25.0,0.0,C15,0,30136,2019-09-01,1,1,0,0,0,0,0
780,25.0,0.0,C22,2,60391,2019-05-30,1,1,1066070,0,0,0,0
781,25.0,1.0,C4,2,20379,2020-08-30,1,1,0,0,0,0,0
782,28.0,1.0,C13,2,39854,2020-08-07,2,2,0,0,0,0,0
783,30.0,0.0,C1,0,46117,2019-10-14,2,2,0,0,0,0,0
784,34.0,1.0,C11,2,55630,2019-11-14,2,2,0,0,0,0,0
785,34.0,1.0,C25,1,47484,2018-10-19,1,1,303580,0,0,0,0
786,31.0,1.0,C29,2,70339,2020-01-02,2,2,0,0,0,0,0
787,25.0,0.0,C24,2,60056,2018-05-08,2,2,3958550,1,0,0,0
788,49.0,0.0,C4,0,21646,2016-01-07,1,2,13197400,0,0,0,0
789,29.0,0.0,C29,2,61371,2020-05-04,1,1,1130280,0,0,0,0
790,33.0,1.0,C2,0,67236,2020-01-20,3,3,0,0,0,0,0
791,31.0,0.0,C4,1,20245,2018-07-14,2,2,0,0,0,0,0
792,37.0,1.0,C7,2,37285,2018-10-16,1,1,-101180,0,0,0,0
793,29.0,1.0,C12,0,59393,2019-11-01,3,3,5512220,1,0,0,0
794,36.0,1.0,C19,1,75765,2019-11-07,3,3,12072740,1,0,0,0
795,39.0,1.0,C20,0,23823,2018-10-22,1,1,12941580,0,0,0,0
796,27.0,0.0,C3,2,42607,2020-09-05,1,1,452140,0,0,0,0
797,32.0,0.0,C13,0,36846,2018-05-07,1,2,522630,0,0,0,0
798,34.0,1.0,C4,2,70330,2020-03-04,3,3,1098190,0,0,0,0
799,45.0,1.0,C22,0,87153,2015-07-30,1,4,6333350,0,0,0,0
800,23.0,1.0,C22,2,69972,2020-05-01,1,1,423240,1,0,0,0
801,36.0,1.0,C14,1,100893,2020-05-08,3,3,523320,0,0,0,0
802,29.0,0.0,C28,2,40688,2020-02-13,2,2,0,0,0,0,0
803,53.0,0.0,C22,0,24923,2018-09-29,1,1,23230860,0,0,0,0
804,36.0,1.0,C20,0,93093,2017-07-11,1,3,2084090,0,0,0,0
805,40.0,1.0,C3,2,83025,2015-05-29,2,3,25943780,0,0,0,0
806,44.0,0.0,C22,1,58803,2016-04-25,1,2,18653790,0,0,0,0
807,30.0,1.0,C6,1,74402,2020-04-12,3,3,983740,0,0,0,0
808,35.0,1.0,C12,2,24634,2019-01-09,1,1,0,0,0,0,0
809,25.0,1.0,C24,2,31392,2020-05-23,1,1,0,0,0,0,0
810,41.0,0.0,C13,0,70478,2019-10-31,3,3,0,0,0,0,0
811,37.0,0.0,C18,0,27483,2020-11-28,1,1,200020,0,0,0,0
812,26.0,0.0,C13,0,17253,2019-06-01,1,1,0,0,0,0,0
813,31.0,0.0,C13,0,43996,2014-08-29,1,2,25951520,0,0,0,0
814,33.0,0.0,C10,2,99893,2020-03-30,3,3,0,0,0,0,0
815,30.0,0.0,C22,1,29492,2019-10-19,2,2,6383030,1,0,0,0
816,35.0,0.0,C22,0,50799,2020-06-05,2,2,320760,0,0,0,0
817,34.0,1.0,C17,1,85685,2020-07-31,3,3,1147200,1,0,0,0
818,39.0,1.0,C3,2,107936,2020-06-12,3,3,4933750,1,0,0,0
819,42.0,1.0,C26,2,35996,2018-12-14,1,1,0,0,0,0,0
820,37.0,0.0,C9,1,45278,2018-12-08,1,1,0,0,0,0,0
821,40.0,0.0,C16,1,48483,2020-10-30,1,1,0,0,0,0,0
822,31.0,0.0,C8,0,46679,2019-07-11,2,2,0,0,0,0,0
823,42.0,0.0,C20,2,74516,2016-05-13,1,2,3676150,0,0,0,0
824,45.0,0.0,C11,2,59526,2018-10-05,2,2,0,0,0,0,0
825,26.0,0.0,C4,1,20785,2018-09-17,1,1,636910,0,0,0,0
826,38.0,0.0,C4,0,83350,2020-09-28,3,3,0,0,0,0,0
827,26.0,0.0,C29,2,61982,2018-11-30,3,3,201820,0,0,0,0
828,52.0,0.0,C1,0,47194,2016-01-25,1,2,1978160,0,0,0,0
829,47.0,0.0,C22,0,90484,2015-07-23,1,3,22388420,0,0,0,0
830,23.0,1.0,C8,1,30461,2018-08-03,1,1,2537350,0,0,0,0
831,38.0,1.0,C7,1,33721,2019-09-22,1,1,347470,0,0,0,0
832,31.0,1.0,C16,1,28297,2019-10-04,1,1,13942630,0,0,0,0
833,32.0,0.0,C12,2,60185,2019-01-05,2,2,1109860,0,0,0,0
834,28.0,1.0,C23,2,41620,2019-07-21,1,1,2300090,1,0,0,0
835,36.0,0.0,C27,2,49277,2020-09-28,2,2,0,0,0,0,0
836,40.0,1.0,C14,0,72118,2020-06-30,3,3,1118270,0,0,0,0
837,31.0,0.0,C12,1,60672,2020-07-31,3,3,309120,0,0,0,0
838,29.0,0.0,C22,2,53058,2018-05-20,1,2,15626920,0,0,0,0
839,28.0,0.0,C25,1,49031,2016-12-11,1,1,1267940,0,0,0,0
840,35.0,0.0,C10,1,60797,2020-08-04,3,3,0,0,0,0,0
841,43.0,1.0,C17,1,119806,2015-12-06,1,4,30755460,0,0,0,0
842,31.0,0.0,C23,1,61823,2020-01-04,2,2,16187110,0,0,0,0
843,46.0,0.0,C7,1,52083,2019-07-20,1,1,4961340,1,0,0,0
844,32.0,0.0,C20,2,39502,2017-12-25,2,2,1539590,0,0,0,0
845,31.0,0.0,C17,1,69418,2016-05-01,1,3,1272730,0,0,0,0
846,37.0,0.0,C6,2,46134,2018-05-18,1,1,213560,0,0,0,0
847,28.0,0.0,C14,0,40654,2017-10-21,2,2,1933470,0,0,0,0
848,32.0,0.0,C19,0,37617,2018-06-02,1,1,1033030,0,0,0,0
849,23.0,1.0,C20,1,36811,2020-05-05,2,2,1908000,1,0,0,0
850,28.0,1.0,C3,2,56016,2019-11-28,1,1,0,0,0,0,0
851,38.0,1.0,C25,2,127070,2018-01-12,2,3,1646640,0,0,0,0
852,29.0,0.0,C3,0,58277,2018-12-28,1,1,194320,0,0,0,0
853,28.0,0.0,C18,0,11706,2018-08-24,1,1,570460,0,0,0,0
854,31.0,0.0,C14,0,58588,2018-11-18,2,2,424460,0,0,0,0
855,30.0,1.0,C8,0,58540,2018-08-10,1,1,0,0,0,0,0
856,31.0,0.0,C20,2,87810,2020-05-03,2,2,675360,0,0,0,0
857,23.0,0.0,C27,1,33831,2019-11-29,1,1,0,0,0,0,0
858,41.0,1.0,C19,0,65464,2019-08-29,3,3,1643990,0,0,0,0
859,34.0,1.0,C27,1,120188,2013-09-27,1,4,41669570,0,0,0,0
860,31.0,0.0,C12,2,76776,2020-07-11,2,2,555150,0,0,0,0
861,39.0,0.0,C8,0,50281,2020-06-24,3,3,0,0,0,0,0
862,29.0,1.0,C14,2,30930,2019-08-29,1,1,8706130,1,0,0,0
863,26.0,0.0,C2,0,60396,2020-09-28,3,3,883390,0,0,0,0
864,32.0,0.0,C9,2,87047,2020-08-03,3,3,181670,0,0,0,0
865,47.0,1.0,C12,2,82704,2015-10-15,1,2,1438860,1,0,0,0
866,41.0,1.0,C14,2,57869,2015-09-17,2,2,2398470,0,0,0,0
867,32.0,1.0,C19,2,32652,2020-09-27,2,2,0,0,0,0,0
868,38.0,0.0,C24,1,22245,2019-07-12,3,3,400000,1,0,0,0
869,38.0,0.0,C29,0,25106,2020-06-20,1,1,0,0,0,0,0
870,27.0,0.0,C26,2,79926,2019-12-24,3,3,1477210,0,0,0,0
871,27.0,1.0,C19,2,24582,2020-05-09,1,1,0,0,0,0,0
872,27.0,0.0,C4,2,48868,2020-11-17,1,1,0,0,0,0,0
873,25.0,1.0,C19,1,27607,2019-08-05,1,1,0,0,0,0,0
874,26.0,1.0,C15,2,63844,2020-06-14,2,2,0,0,0,0,0
875,24.0,0.0,C17,0,20363,2020-12-18,1,1,0,0,0,0,0
876,28.0,0.0,C2,2,20101,2018-09-22,1,1,0,0,0,0,0
877,45.0,0.0,C7,1,68434,2014-11-07,2,3,24743820,0,1,1,0
878,30.0,0.0,C7,0,17000,2020-07-31,1,1,1121670,1,0,0,0
879,28.0,0.0,C12,0,41705,2019-11-16,1,1,3250190,0,0,0,0
880,38.0,1.0,C7,2,51680,2018-08-18,2,2,9611290,1,0,0,0
881,39.0,1.0,C17,2,32263,2020-04-20,3,3,0,0,0,0,0
882,37.0,1.0,C10,2,135414,2016-04-27,1,4,37135780,0,0,0,0
883,31.0,0.0,C4,1,21543,2019-11-11,3,3,204150,0,0,0,0
884,45.0,0.0,C26,1,138069,2015-07-05,2,4,26646720,1,0,0,0
885,32.0,0.0,C11,2,62748,2019-09-08,2,2,0,0,0,0,0
886,38.0,1.0,C18,1,49443,2020-06-19,3,3,244200,0,0,0,0
887,34.0,0.0,C12,1,93121,2015-05-14,2,3,18248240,0,0,0,0
888,34.0,0.0,C2,2,76198,2013-10-11,2,3,10479300,0,0,0,0
889,37.0,1.0,C1,2,52668,2020-07-17,2,2,0,0,0,0,0
890,28.0,0.0,C26,2,37278,2018-05-09,1,1,9828090,0,0,0,0
891,33.0,1.0,C28,1,35462,2018-01-07,1,2,14899610,0,1,1,0
892,34.0,1.0,C5,2,77483,2016-04-30,1,2,14676410,1,0,0,0
893,37.0,1.0,C2,1,92940,2020-08-09,3,3,989800,0,0,0,0
894,33.0,0.0,C6,2,70772,2018-05-26,2,2,250000,0,0,0,0
895,32.0,0.0,C5,2,92713,2020-09-11,2,2,4931940,1,0,0,0
896,33.0,0.0,C29,1,52553,2019-11-12,3,3,12132870,1,0,0,0
897,37.0,1.0,C7,0,47696,2019-12-30,2,2,754590,0,0,0,0
898,28.0,0.0,C2,2,45330,2018-07-13,1,1,219800,0,0,0,0
899,32.0,0.0,C29,1,80290,2019-08-18,2,2,0,0,0,0,0
900,27.0,0.0,C10,1,24932,2019-12-27,1,1,0,0,0,0,0
901,29.0,1.0,C5,0,69071,2020-03-30,2,2,0,0,0,0,0
902,37.0,0.0,C20,2,82503,2019-11-30,3,3,5029620,0,0,0,0
903,34.0,0.0,C27,0,104966,2019-07-18,3,3,0,0,0,0,0
904,46.0,0.0,C4,2,76467,2013-09-27,2,3,3328230,0,0,0,0
905,29.0,0.0,C29,0,26253,2020-09-15,1,1,317440,0,0,0,0
906,41.0,0.0,C6,2,68596,2016-04-25,1,3,1995410,0,0,0,0
907,36.0,1.0,C6,0,55834,2018-12-10,2,2,1044180,0,0,0,0
908,33.0,0.0,C8,2,101638,2020-06-02,3,3,872600,1,0,0,0
909,30.2,0.0,C16,2,55648,2016-11-21,1,1,8494310,0,0,0,0
910,26.0,0.0,C20,1,67149,2020-07-31,1,1,2174480,1,0,0,0
911,40.0,0.0,C14,1,52480,2018-07-27,2,2,0,0,0,0,0
912,29.0,0.0,C13,1,51837,2019-11-30,1,1,1305290,0,0,0,0
913,26.0,1.0,C3,0,42768,2018-05-27,1,1,14298980,0,0,0,0
914,38.0,0.0,C25,0,31540,2020-05-02,3,3,1678910,0,0,0,0
915,40.0,0.0,C20,0,84873,2020-06-28,3,3,150660,0,0,0,0
916,36.0,0.0,C9,1,47594,2018-10-22,1,1,0,0,0,0,0
917,24.0,1.0,C5,2,55551,2018-05-14,1,1,-96960,0,0,0,0
918,35.0,1.0,C27,1,35079,2020-04-14,2,2,434400,0,0,0,0
919,26.0,1.0,C28,1,60417,2019-10-28,1,1,0,0,0,0,0
920,30.0,0.0,C1,2,49521,2019-01-13,1,1,705030,0,0,0,0
921,35.0,1.0,C3,2,62637,2018-10-10,2,2,2155780,0,0,0,0
922,35.0,0.0,C25,1,94519,2020-08-31,2,2,0,0,0,0,0
923,35.0,0.0,C3,0,89854,2020-07-31,3,3,2553260,1,0,0,0
924,37.0,0.0,C11,2,60905,2020-04-05,1,1,0,0,0,0,0
925,39.0,0.0,C13,0,96750,2014-06-27,2,4,50382490,0,0,0,0
926,31.0,1.0,C22,2,45720,2018-01-03,1,1,6600380,0,0,0,0
927,31.0,1.0,C16,0,36118,2018-02-10,1,1,10885280,0,0,0,0
928,37.0,0.0,C1,1,77831,2015-07-23,1,3,18472930,0,0,0,0
929,41.0,1.0,C8,0,56347,2018-08-01,2,2,1175250,0,0,0,0
930,24.0,1.0,C20,2,30442,2018-05-09,1,1,950370,0,0,0,0
931,26.0,0.0,C14,0,73363,2020-05-22,2,2,0,0,0,0,0
932,35.0,0.0,C5,1,69794,2020-07-18,2,2,2280790,1,0,0,0
933,40.0,0.0,C10,1,41591,2020-05-29,3,3,1016780,0,0,0,0
934,32.0,1.0,C3,0,61413,2020-08-02,2,2,1769360,0,0,0,0
935,33.0,0.0,C25,2,26592,2018-09-09,1,1,1897250,0,0,0,0
936,31.0,0.0,C7,2,73245,2020-07-13,3,3,0,0,0,0,0
937,26.0,0.0,C1,2,40318,2020-08-07,1,1,0,0,0,0,0
938,32.0,1.0,C7,2,73594,2020-06-01,3,3,9271700,1,0,0,0
939,42.0,0.0,C6,0,59168,2018-06-02,1,1,1259100,0,0,0,0
940,37.0,0.0,C21,1,49193,2016-01-29,1,2,17132800,0,0,0,0
941,39.0,0.0,C20,2,65633,2020-11-21,3,3,0,0,0,0,0
942,32.0,0.0,C15,1,47188,2018-10-22,1,1,772720,0,0,0,0
943,37.0,1.0,C27,0,88798,2015-12-03,1,3,20284600,1,0,0,0
944,26.0,0.0,C18,1,41167,2019-12-08,1,1,0,0,0,0,0
945,40.0,0.0,C28,2,153109,2013-06-02,3,4,41660820,0,0,0,0
946,38.0,1.0,C13,2,27432,2018-09-28,1,1,1615970,0,0,0,0
947,36.0,0.0,C9,2,50769,2019-10-10,1,1,903470,0,0,0,0
948,34.0,1.0,C9,1,85781,2020-08-01,3,3,1765870,1,0,0,0
949,31.0,0.0,C16,2,64444,2020-09-28,2,2,0,0,0,0,0
950,35.0,0.0,C17,1,89585,2020-07-31,2,2,1460340,1,0,0,0
951,34.0,0.0,C26,2,52990,2018-08-05,2,2,276220,0,0,0,0
952,29.0,0.0,C7,0,49410,2020-07-31,2,2,14970770,0,0,0,0
953,29.0,1.0,C21,1,41581,2019-11-16,1,1,19409190,1,0,0,0
954,30.0,0.0,C18,1,80591,2019-10-11,3,3,0,0,0,0,0
955,43.0,1.0,C20,1,55112,2016-04-30,1,2,8684000,0,0,0,0
956,34.0,1.0,C18,0,71977,2020-09-28,3,3,977970,0,0,0,0
957,38.0,0.0,C25,1,43747,2020-04-17,2,2,0,0,0,0,0
958,33.0,0.0,C6,0,73087,2018-06-04,1,2,9474670,0,0,0,0
959,27.0,0.0,C4,1,46464,2019-10-31,1,1,0,0,0,0,0
960,24.0,1.0,C19,0,68309,2018-05-07,1,2,605860,0,0,0,0
961,32.0,1.0,C27,2,44062,2020-02-11,1,1,479380,0,0,0,0
962,34.0,0.0,C19,1,112066,2019-08-02,3,3,2785800,0,0,0,0
963,35.0,1.0,C17,0,50118,2018-11-30,2,2,0,0,0,0,0
964,33.0,0.0,C21,1,102175,2020-08-17,3,3,1023820,1,0,0,0
965,31.0,0.0,C24,2,81440,2020-05-29,3,3,0,0,0,0,0
966,35.0,1.0,C25,0,49939,2018-11-11,1,1,11622640,1,0,0,0
967,25.0,0.0,C29,1,46856,2018-08-01,1,1,0,0,0,0,0
968,37.0,1.0,C8,2,61133,2018-09-15,3,3,249160,0,0,0,0
969,32.0,0.0,C29,2,30860,2018-05-14,1,2,3605360,0,0,0,0
970,34.0,0.0,C4,2,69412,2020-05-01,2,2,5222230,1,0,0,0
971,31.0,0.0,C20,2,60118,2020-11-28,2,2,0,0,0,0,0
972,34.0,0.0,C26,1,27548,2020-01-30,2,2,150010,0,0,0,0
973,37.0,1.0,C29,0,69789,2015-10-15,2,4,25672950,1,0,0,0
974,35.0,1.0,C28,1,82078,2020-03-29,3,3,4048630,0,0,0,0
975,35.0,1.0,C1,2,38572,2020-03-13,2,2,1119590,0,0,0,0
976,33.0,0.0,C8,0,103994,2019-08-29,4,4,140880,0,0,0,0
977,34.0,1.0,C23,0,17607,2019-01-05,2,2,134760,0,0,0,0
978,34.0,1.0,C9,2,108284,2020-11-03,3,3,0,0,0,0,0
979,33.0,0.0,C12,0,30106,2018-11-24,1,1,104650,0,0,0,0
980,25.0,1.0,C16,2,51796,2018-11-06,1,1,415800,0,0,0,0
981,31.0,0.0,C27,1,46239,2018-09-17,1,1,443750,0,0,0,0
982,31.0,0.0,C3,2,57356,2020-12-07,1,1,0,0,0,0,0
983,33.0,1.0,C24,1,62905,2019-08-05,3,3,2356380,0,0,0,0
984,34.0,0.0,C10,2,50547,2020-08-07,3,3,700160,1,0,0,0
985,28.0,0.0,C7,0,12779,2020-02-21,1,1,0,0,0,0,0
986,30.0,0.0,C12,1,67371,2017-02-08,1,3,23381570,0,1,1,0
987,36.0,0.0,C21,2,114416,2020-12-14,3,3,0,0,0,0,0
988,24.0,1.0,C8,0,22962,2018-09-15,1,1,457120,0,0,0,0
989,34.0,1.0,C7,2,32376,2017-08-04,1,1,9214510,0,0,0,0
990,39.0,1.0,C16,1,98374,2018-10-01,1,3,29252710,0,1,1,0
991,35.0,0.0,C10,1,18378,2020-08-07,1,1,0,0,0,0,0
992,29.0,0.0,C23,0,22895,2017-08-25,1,2,2096510,0,0,0,0
993,33.0,0.0,C21,1,95188,2020-07-31,3,3,1009070,1,0,0,0
994,28.0,0.0,C9,1,76076,2019-12-01,2,2,2675260,0,0,0,0
995,41.0,0.0,C22,2,26301,2016-05-06,1,1,6584010,0,0,0,0
996,42.0,1.0,C27,2,52588,2017-12-06,1,1,3704100,0,0,0,0
997,26.0,0.0,C27,0,23094,2019-11-01,1,1,9893760,1,0,0,0
998,42.0,0.0,C16,1,71974,2020-03-09,3,3,1497710,0,0,0,0
999,52.0,1.0,C18,1,78200,2017-01-13,1,3,17287180,0,0,0,0
1000,33.0,1.0,C16,1,66416,2020-06-14,2,2,0,0,0,0,0
1001,34.0,1.0,C22,1,122554,2015-11-05,1,4,53807450,0,0,0,0
1002,38.0,0.0,C24,0,75499,2020-06-08,3,3,0,0,0,0,0
1003,35.0,0.0,C12,0,99876,2020-01-30,3,3,0,0,0,0,0
1004,27.0,0.0,C24,2,39328,2018-02-10,1,1,2646940,0,0,0,0
1005,30.0,1.0,C27,1,64699,2018-02-13,2,3,0,0,0,0,0
1006,30.0,1.0,C8,2,109986,2019-07-29,3,3,900420,0,0,0,0
1007,33.0,1.0,C8,0,101005,2013-05-03,2,4,31372160,0,0,0,0
1008,26.0,0.0,C19,1,15970,2020-04-17,1,1,0,0,0,0,0
1009,28.0,0.0,C1,0,61991,2020-10-04,2,2,1303920,0,0,0,0
1010,37.0,0.0,C7,2,118722,2017-06-23,1,4,35362450,0,0,0,0
1011,24.0,1.0,C5,2,21234,2019-07-11,1,1,0,0,0,0,0
1012,29.0,0.0,C28,2,50022,2019-11-15,2,2,521860,0,0,0,0
1013,24.0,1.0,C15,0,61727,2020-12-13,2,2,0,0,0,0,0
1014,33.0,1.0,C27,1,55949,2020-12-18,2,2,0,0,0,0,0
1015,26.0,0.0,C23,0,46789,2018-11-30,2,2,144060,0,0,0,0
1016,22.0,1.0,C6,0,26083,2019-06-21,1,1,600000,1,0,0,0
1017,32.0,0.0,C4,2,70899,2020-08-14,2,2,1613740,1,0,0,0
1018,25.0,0.0,C28,0,19245,2020-09-28,1,1,0,0,0,0,0
1019,38.0,0.0,C20,1,107178,2020-05-01,3,3,2949270,0,0,0,0
1020,42.0,0.0,C22,2,43305,2020-11-20,2,2,0,0,0,0,0
1021,30.0,1.0,C10,2,75735,2018-06-15,2,2,564380,0,0,0,0
1022,28.0,0.0,C22,1,51433,2020-08-02,2,2,0,0,0,0,0
1023,37.0,0.0,C18,0,40035,2018-05-13,1,1,7267150,0,0,0,0
1024,28.0,0.0,C14,1,95465,2018-07-21,2,2,18340790,0,0,0,0
1025,42.0,1.0,C15,1,72584,2019-06-28,2,3,15938480,1,1,1,0
1026,28.0,0.0,C24,0,56498,2020-04-12,2,2,0,0,0,0,0
1027,30.0,0.0,C10,2,36558,2019-01-08,1,1,0,0,0,0,0
1028,35.0,0.0,C21,1,62599,2020-11-30,3,3,0,0,0,0,0
1029,37.0,0.0,C25,0,59653,2020-12-19,2,2,0,0,0,0,0
1030,27.0,1.0,C1,2,48097,2020-06-22,3,3,0,0,0,0,0
1031,27.0,0.0,C9,0,47419,2018-05-16,1,2,7414770,0,0,0,0
1032,49.0,0.0,C7,2,54491,2018-09-07,1,1,15537200,0,0,0,0
1033,38.0,0.0,C20,2,55698,2020-08-01,2,2,1226380,1,0,0,0
1034,26.0,0.0,C28,0,18088,2020-05-29,1,1,0,0,0,0,0
